data: 1036
innovative: 34
analysts: 34
multiple: 34
datasets: 34
senior data analyst: 34
remote: 33
flexible: 33
actionable insights: 33
enhance: 33
metrics: 33
interest: 33
years: 32
managing: 32
diverse: 32
background: 31
future: 31
strategy: 31
consultancy: 31
commercial: 31
scientist: 31
would: 31
group: 31
career: 31
pension: 31
effectively: 31
competitive: 31
driving: 30
providing: 30
data scientist: 30
value: 30
application: 30
brand: 30
market: 30
service: 30
degree: 30
proficiency: 29
strategic: 29
maintain: 29
scheme: 29
day: 29
internal: 28
required: 28
data visualisation: 28
innovation: 28
dynamic: 28
model: 28
colleagues: 28
decisions: 28
related: 28
disability: 28
microsoft: 28
seeking: 27
link: 27
full: 27
decision-making: 27
stakeholder: 27
play: 27
statistics: 27
access: 27
contribute: 27
trends: 27
hours: 27
level: 27
analyst join: 27
external: 27
various: 27
per: 27
include: 26
take: 26
delivery: 26
experience data: 26
world: 26
clear: 26
exciting: 26
sets: 26
experience working: 26
platforms: 26
sources: 26
finance: 26
members: 26
3: 26
r: 25
capabilities: 25
holiday: 25
life: 25
description: 25
meet: 25
systems: 24
making: 24
engineering: 24
collaborative: 24
cv: 24
experienced: 24
problem-solving: 24
communication skills: 24
areas: 24
data sets: 24
relationships: 24
package: 24
business intelligence: 24
able: 24
critical: 23
effective: 23
collaborating: 23
mindset: 23
practices: 23
may: 23
leadership: 23
programming: 23
software: 23
high: 23
health: 23
following: 23
analyse: 23
annual: 23
different: 23
inclusive: 23
growing: 22
accuracy: 22
challenges: 22
+: 22
title: 22
cross-functional: 22
findings: 22
tech: 22
diversity: 22
work closely: 22
bank: 22
leave: 22
collaboration: 22
committed: 22
project: 22
applications: 22
media: 22
manager: 22
real: 21
holidays: 21
creating: 21
engagement: 21
supporting: 21
passion: 21
outcomes: 21
customer data: 21
highly: 21
data quality: 20
existing: 20
via: 20
passionate: 20
junior: 20
familiarity: 20
position: 20
complex data: 20
ensure data: 20
must: 20
recruitment: 20
professional: 20
data insights: 20
data analyst join: 20
inclusion: 20
trading: 20
computer: 20
ideal: 19
flexible working: 19
relevant: 19
initiatives: 19
want: 19
methods: 19
learn: 19
good: 19
together: 19
we're: 19
approach: 19
year: 19
companies: 19
status: 19
governance: 19
full-time: 19
implement: 19
get: 19
options: 18
sector: 18
join team: 18
healthcare: 18
translate: 18
meaningful: 18
thrive: 18
detail: 18
qualifications: 18
personal: 18
candidates: 18
improvements: 18
25: 18
technologies: 18
operational: 18
great: 18
investment: 18
computer science: 18
asset: 18
key responsibilities: 17
shape: 17
specialist: 17
2: 17
ideally: 17
identifying: 17
non-technical: 17
end-to-end: 17
scientists: 17
know: 17
private: 17
employer: 17
employment: 17
interview: 17
travel: 17
languages: 17
standards: 17
hybrid working: 17
powerbi: 17
markets: 17
employees: 17
success: 17
presenting: 17
week: 17
criteria: 17
risk: 17
data models: 16
applying: 16
segmentation: 16
excellent communication: 16
lead data: 16
bring: 16
change: 16
next: 16
wellbeing: 16
field: 16
contact: 16
currently: 16
testing: 16
experts: 16
fast-paced: 16
accurate: 16
values: 16
transform: 16
and/or: 16
activities: 16
around: 16
financial services: 16
mathematics: 16
results: 16
web: 16
user: 16
fund: 16
skills ability: 16
users: 16
sql python: 15
end: 15
proactive: 15
audiences: 15
cross-functional teams: 15
additional: 15
bank holidays: 15
employee: 15
gender: 15
top: 15
desirable: 15
equivalent: 15
attention: 15
throughout: 15
engineers: 15
youre: 15
wide: 15
responsible: 15
frameworks: 15
potential: 15
team members: 15
25 days: 15
inform: 15
join us: 15
retail: 15
documentation: 15
modeling: 15
concepts: 15
ideal candidate: 14
cutting-edge: 14
available: 14
helping: 14
solid: 14
deep: 14
optimisation: 14
data scientists: 14
community: 14
similar: 14
fixed: 14
attention detail: 14
open: 14
system: 14
track: 14
objectives: 14
permanent: 14
network: 14
international: 14
workmode: 14
hours full-time: 14
planning: 14
50000: 14
optimise: 14
fast: 14
experience using: 14
cloud: 14
someone: 14
analysing: 14
fully: 14
independently: 14
recommendations: 14
positive: 14
driven: 14
consultant: 14
transformation: 14
enrichment: 14
curious: 13
60000: 13
issues: 13
expert: 13
predictive: 13
years experience: 13
problem-solving skills: 13
automotive: 13
core: 13
particularly: 13
days holiday: 13
medical: 13
care: 13
balance: 13
along: 13
first: 13
mission: 13
equal: 13
assist: 13
control: 13
energy: 13
record: 13
programme: 13
dedicated: 13
big: 13
comfortable: 13
subject: 13
social: 13
directly: 13
security: 13
stakeholder management: 13
management skills: 13
interested: 13
love: 13
specific: 13
exposure: 13
individual: 13
consumer: 13
tasks: 13
agency: 13
applicants: 13
set: 13
forefront: 12
maintaining: 12
unique: 12
best practices: 12
ownership: 12
robust: 12
manipulation: 12
small: 12
mathematical: 12
online: 12
impactful: 12
play key: 12
data modelling: 12
used: 12
beneficial: 12
home: 12
leader: 12
portfolio: 12
production: 12
every: 12
requests: 12
extract: 12
complex datasets: 12
decision: 12
email: 12
months: 12
integrity: 12
managers: 12
perform: 12
python r: 12
compliance: 12
encourage: 12
insight analyst: 12
wide range: 12
visualisations: 12
tools like: 12
interpret: 12
confident: 12
contributing: 12
income: 12
looker: 12
wider: 12
etc: 12
outputs: 12
variety: 12
eg: 12
levels: 12
location london: 12
involved: 12
lead data analyst: 12
consulting: 12
hedge: 12
talent: 12
significant: 11
contributions: 11
via apply: 11
apply link: 11
via apply link: 11
vision: 11
serve: 11
timely: 11
conduct: 11
data-driven decision-making: 11
continuous: 11
excellence: 11
line: 11
way: 11
everyone: 11
become: 11
cover: 11
improvement: 11
features: 11
analyses: 11
easy: 11
pipelines: 11
hands-on: 11
exceptional: 11
race: 11
national: 11
engage: 11
desired: 11
provides: 11
track record: 11
central: 11
efficiency: 11
partner: 11
ways: 11
successful candidate: 11
data sources: 11
date: 11
competitive salary: 11
benefits package: 11
analytical skills: 11
annual leave: 11
opportunity join: 11
implementation: 11
events: 11
paid: 11
firm: 11
gain: 11
reports dashboards: 11
70000: 11
equity: 11
statistical analysis: 11
language: 11
important: 11
solve: 11
uncover: 11
pay: 11
right: 11
sports: 11
skilled: 11
dax: 11
engaging: 11
adobe: 11
hedge fund: 11
measurement: 11
crime: 11
expectations: 11
presentations: 11
defence: 11
capgemini: 11
talented: 10
transforming: 10
organisations: 10
methodologies: 10
efficient: 10
use data: 10
visualisation tools: 10
leverage: 10
ready: 10
implementing: 10
proven ability: 10
place: 10
thats: 10
perfect: 10
across business: 10
receive: 10
pipeline: 10
things: 10
raw: 10
player: 10
a/b: 10
day-to-day: 10
written: 10
clearly: 10
business decisions: 10
responsibility: 10
roles: 10
fintech: 10
scale: 10
january: 10
tableau power: 10
businesses: 10
visualizations: 10
days annual: 10
recruiting: 10
strong experience: 10
believe: 10
google: 10
feel: 10
diversity inclusion: 10
globally: 10
page: 10
head: 10
compelling: 10
stay: 10
share: 10
using data: 10
forecasting: 10
staff: 10
strong analytical: 10
month: 10
per week: 10
arrangements: 10
controls: 10
detailed: 10
ability work: 10
start-up: 10
support business: 10
without: 10
hippo: 10
rapidly: 9
connect: 9
leveraging: 9
workflows: 9
initial: 9
chance: 9
sending: 9
sending cv: 9
education: 9
sponsorship: 9
visualization: 9
presentation: 9
define: 9
fostering: 9
everything: 9
key role: 9
play key role: 9
demonstrate: 9
questions: 9
storytelling: 9
plus bank: 9
comprehensive: 9
family: 9
car: 9
plans: 9
two: 9
interactive: 9
europe: 9
overview: 9
integrate: 9
least: 9
hands-on experience: 9
proven experience: 9
religion: 9
sexual: 9
orientation: 9
sexual orientation: 9
offers: 9
analyst -: 9
validation: 9
joining: 9
databases: 9
organisational: 9
digital solutions: 9
20: 9
exciting opportunity: 9
cleaning: 9
ongoing: 9
monitoring: 9
writing: 9
details: 9
influence: 9
supportive: 9
solving: 9
data governance: 9
phd: 9
strong communication: 9
facilitate: 9
protection: 9
stakeholders understand: 9
proactively: 9
brands: 9
automated: 9
sales: 9
content: 9
title data: 9
goals: 9
succeed: 9
coding: 9
look: 9
senior stakeholders: 9
alongside: 9
generous: 9
product analyst: 9
environments: 9
3 days: 9
purpose: 9
back: 9
test: 9
welcome: 9
requirement: 9
possible: 9
consultants: 9
see: 9
major: 9
contribution: 9
tpr: 9
decision making: 9
matter: 9
standard: 9
12: 9
term: 9
data ai: 9
close: 9
data reporting: 9
capability: 9
approaches: 9
processing: 9
enable: 9
enabling: 9
require: 9
benchmarking: 9
practice: 9
mix: 9
asset management: 9
financial crime: 9
integration: 9
data accuracy: 8
backgrounds: 8
snowflake: 8
considered: 8
2 days: 8
trusted: 8
c++: 8
preferably: 8
presentation skills: 8
non-technical audiences: 8
algorithms: 8
coaching: 8
demonstrable: 8
extracting: 8
includes: 8
grow: 8
business problems: 8
agile: 8
thinking: 8
offering: 8
10: 8
plus bank holidays: 8
zynga: 8
reach: 8
countries: 8
game: 8
unstructured: 8
teams ensure: 8
working data: 8
university: 8
document: 8
ideas: 8
working large: 8
handling: 8
equal opportunity: 8
means: 8
organization: 8
individuals: 8
mental: 8
age: 8
others: 8
excel skills: 8
please apply: 8
involve: 8
data management: 8
current: 8
adapt: 8
programming languages: 8
industries: 8
pivotal: 8
valuable: 8
lifecycle: 8
business objectives: 8
regulatory: 8
guidance: 8
creativity: 8
offices: 8
high quality: 8
note: 8
designing: 8
recruitment process: 8
make real: 8
deliver actionable: 8
salary benefits: 8
tableau power bi: 8
researcher: 8
space: 8
solution: 8
plan: 8
basis: 8
insights support: 8
mentoring: 8
budget: 8
days annual leave: 8
person: 8
translating: 8
audience: 8
collaboratively: 8
generation: 8
domain: 8
stakeholder management skills: 8
creative: 8
base: 8
target: 8
key stakeholders: 8
commitment: 8
act: 8
pension scheme: 8
code: 8
business requirements: 8
fully remote: 8
- 70000: 8
join growing: 8
leaders: 8
register: 8
please register: 8
register interest: 8
please register interest: 8
interest sending: 8
register interest sending: 8
please register interest sending: 8
interest sending cv: 8
register interest sending cv: 8
please register interest sending cv: 8
evidence: 8
number: 8
4: 8
listed: 8
generate: 8
truly: 8
find: 8
member: 8
regular: 8
campaign: 8
complex problems: 8
think: 8
learning development: 8
actively: 8
long: 8
framework: 8
lead insight: 8
lead insight analyst: 8
days per: 8
analyst join team: 8
large data: 8
large data sets: 8
difference: 8
start: 8
analytics team: 8
changing: 8
latest: 8
etl: 8
broader: 8
25 days holiday: 8
technical skills: 8
flexibility: 8
enhance data: 8
policies: 8
adobe analytics: 8
experiences: 8
management data: 8
allianz: 8
data enrichment: 8
supply: 8
mmm: 8
engineer: 7
human: 7
high-quality: 7
infrastructure: 7
scalable: 7
better: 7
either: 7
- hybrid: 7
unique opportunity: 7
tailored: 7
data products: 7
data manipulation: 7
experience data analytics: 7
job title: 7
real impact: 7
small team: 7
business opportunities: 7
mentor: 7
non-technical stakeholders: 7
youve: 7
marketplace: 7
much: 7
journey: 7
could: 7
champion: 7
explore: 7
workshops: 7
stages: 7
(or: 7
worlds: 7
weeks: 7
remotely: 7
locations: 7
6: 7
work environment: 7
run: 7
active: 7
related field: 7
experience sql: 7
verbal: 7
present: 7
data actionable: 7
consistent: 7
proud: 7
sex: 7
conditions: 7
interview process: 7
process please: 7
please contact: 7
length: 7
rate: 7
daily: 7
proficient: 7
progression: 7
range data: 7
shaping: 7
valuable insights: 7
guide: 7
align: 7
promote: 7
extensive: 7
cancer: 7
partnership: 7
support development: 7
consistency: 7
drive business: 7
certifications: 7
focused: 7
trust: 7
medical insurance: 7
mapping: 7
sharing: 7
data engineering: 7
abilities: 7
version: 7
master: 7
ability communicate: 7
addition: 7
performance metrics: 7
revenue: 7
rates: 7
across multiple: 7
send: 7
millions: 7
working within: 7
analytics data: 7
heart: 7
assistance: 7
adjustments: 7
link page: 7
apply link page: 7
via apply link page: 7
systematic: 7
rigorous: 7
compensation: 7
key metrics: 7
skills including: 7
friendly: 7
completion: 7
foster: 7
operate: 7
assurance: 7
let: 7
brighton: 7
experienced data: 7
optimising: 7
ability think: 7
communicate findings: 7
adoption: 7
free: 7
function: 7
management information: 7
main: 7
working arrangements: 7
flexible working arrangements: 7
azure: 7
gather: 7
data pipelines: 7
keen: 7
40000: 7
across uk: 7
2025: 7
ensuring data: 7
tools (eg: 7
patterns: 7
policy: 7
consumers: 7
apis: 7
functions: 7
(including: 7
automation: 7
several: 7
long-term: 7
acting: 7
central london: 7
fixed income: 7
carwow: 7
1: 7
hard: 7
epr: 7
on-site: 7
large complex: 7
data modeling: 7
chain: 7
supply chain: 7
extraction: 7
sayari: 7
55000: 6
created: 6
involves: 6
responsibilities include: 6
dbt: 6
accessible: 6
departments: 6
enhancing: 6
established: 6
valued: 6
desire: 6
submit: 6
website: 6
london office: 6
45000: 6
combining: 6
foundation: 6
innovate: 6
take ownership: 6
advanced analytics: 6
data visualization: 6
required skills: 6
required skills experience: 6
proficiency data: 6
data visualisation tools: 6
ml: 6
expertise data: 6
address: 6
oversee: 6
optimize: 6
qualitative: 6
ability translate: 6
advantageous: 6
auto: 6
cars: 6
principal: 6
search: 6
data analysts: 6
shares: 6
keep: 6
private medical: 6
always: 6
work-life: 6
work-life balance: 6
whether: 6
studio: 6
expected: 6
overall: 6
motivated: 6
analyst play: 6
analyze: 6
teams ensure data: 6
stage: 6
genuine: 6
stem: 6
qualified: 6
onboarding: 6
never: 6
validate: 6
report: 6
desired skills: 6
desired skills experience: 6
clarksons: 6
trade: 6
graduates: 6
join dynamic: 6
strong data: 6
develop new: 6
a/b testing: 6
optimization: 6
extensive experience: 6
clean: 6
excellent communication skills: 6
turning: 6
eager: 6
nhs: 6
please note: 6
make real impact: 6
closely cross-functional: 6
closely cross-functional teams: 6
deliver actionable insights: 6
analytical problem-solving: 6
allowance: 6
annual bonus: 6
strong communication skills: 6
partners: 6
workmode remote: 6
skills data: 6
analyst work: 6
analyzing: 6
drivers: 6
kpis: 6
version control: 6
8: 6
internal external: 6
communicate effectively: 6
great opportunity: 6
acquisition: 6
work collaboratively: 6
contract permanent: 6
takes: 6
series: 6
time series: 6
awareness: 6
business data: 6
roadmap: 6
bigquery: 6
networks: 6
award-winning: 6
progress: 6
simple: 6
class: 6
statistical methods: 6
mathematics statistics: 6
physics: 6
workplace: 6
self-service: 6
warehouse: 6
data warehouse: 6
evolving: 6
key performance: 6
prepare: 6
reduce: 6
solid understanding: 6
bachelors: 6
bachelors degree: 6
schemes: 6
flexible benefits: 6
let us: 6
looking experienced: 6
curiosity: 6
interpretation: 6
sas: 6
visual: 6
continuously: 6
analytical mindset: 6
technical non-technical: 6
python sql: 6
interests: 6
days per week: 6
made: 6
data analyst join team: 6
combination: 6
sustainable: 6
project management: 6
earn: 6
producing: 6
duties: 6
appropriate: 6
review: 6
subject matter: 6
12 months: 6
maternity: 6
disability confident: 6
improving: 6
aim: 6
provided: 6
queries: 6
loyalty: 6
various data: 6
members team: 6
sporting: 6
step: 6
excited: 6
business analyst: 6
utilising: 6
crucial: 6
understand business: 6
gathering: 6
hire: 6
within business: 6
communicating: 6
understand data: 6
architecture: 6
forward: 6
one following: 6
business needs: 6
streamline: 6
privacy: 6
vital: 6
changes: 6
cycle: 6
advance: 6
querying: 6
team player: 6
initiative: 6
job description: 6
taking: 6
achieve: 6
50000 -: 6
expanding: 6
programming skills: 6
preparing: 6
operating: 6
experience financial: 6
utilise: 6
collect: 6
previous: 6
type: 6
terms: 6
data multiple: 6
multiple sources: 6
informed: 6
private healthcare: 6
extra: 6
- 50000: 6
pattern: 6
people data: 6
manage data: 6
excellent problem-solving: 6
fantastic: 6
ambitious: 6
schemas: 6
tesco: 6
ensure data accuracy: 6
vml: 6
bridge: 6
possess: 6
enrichment features: 6
landmarc: 6
betting: 6
openwork: 6
rock: 6
hard rock: 6
data platform: 5
seeking talented: 5
growing team: 5
recent: 5
academic: 5
across organisation: 5
structured: 5
working closely: 5
companys: 5
background data: 5
tackle: 5
knowledge sql: 5
+ bonus: 5
behind: 5
view: 5
analytics tools: 5
entire: 5
developments: 5
cause: 5
analytics solutions: 5
visualization tools: 5
experience managing: 5
collaborative team: 5
scientist -: 5
data scientist -: 5
forward-thinking: 5
shape future: 5
team data: 5
traditional: 5
identify business: 5
learning models: 5
machine learning models: 5
demonstrable experience: 5
business value: 5
scientific: 5
financial industry: 5
give: 5
integral: 5
market-leading: 5
data technology: 5
role youll: 5
embed: 5
seamlessly: 5
beyond: 5
technical leadership: 5
meaningful impact: 5
collaborative environment: 5
diverse team: 5
applied: 5
analytical expertise: 5
many: 5
inference: 5
holiday plus: 5
days holiday plus: 5
pension contributions: 5
enhanced: 5
prioritise: 5
period: 5
lots: 5
certain: 5
billion: 5
visit: 5
giving: 5
belonging: 5
data analyst play: 5
data clear: 5
clear actionable: 5
insights drive: 5
whats: 5
multiple stakeholders: 5
ad-hoc: 5
manipulate: 5
experience working large: 5
raw data: 5
data actionable insights: 5
quickly: 5
opportunity employer: 5
equal opportunity employer: 5
identity: 5
gender identity: 5
origin: 5
national origin: 5
pregnancy: 5
necessary: 5
interviews: 5
office): 5
support data: 5
reviews: 5
notice: 5
provider: 5
strong track: 5
strong track record: 5
graduate: 5
prior: 5
getting: 5
structure: 5
establish: 5
recommend: 5
kpi: 5
sectors: 5
dynamic environment: 5
data visualisations: 5
develop maintain: 5
profile: 5
creation: 5
closing: 5
assessment: 5
work closely cross-functional: 5
work closely cross-functional teams: 5
identify trends: 5
competitive salary benefits: 5
like tableau: 5
eye: 5
operates: 5
centre: 5
achieving: 5
areas including: 5
proposals: 5
collaborating closely: 5
efforts: 5
business challenges: 5
income protection: 5
customer experience: 5
collaborating stakeholders: 5
partnering: 5
stakeholder engagement: 5
ability manage: 5
perks: 5
5: 5
company pension: 5
discounted: 5
25 days annual: 5
birmingham: 5
accounts: 5
ability communicate effectively: 5
business strategies: 5
marketing analytics: 5
strong stakeholder: 5
please send: 5
send cv: 5
please send cv: 5
workmode hybrid: 5
produce: 5
direction: 5
competitor: 5
willing: 5
analysis data: 5
dont: 5
what's: 5
help us: 5
put: 5
employee assistance: 5
assistance programme: 5
employee assistance programme: 5
worked: 5
regulated: 5
looking someone: 5
manchester: 5
primary: 5
collaborate closely: 5
fast-paced environment: 5
really: 5
half: 5
last: 5
up-to-date: 5
senior leadership: 5
harnham: 5
aquatic: 5
positions: 5
discipline: 5
complete: 5
work across: 5
feedback: 5
posting: 5
upon: 5
read: 5
actionable recommendations: 5
data team: 5
regardless: 5
united: 5
department: 5
indicators: 5
performance indicators: 5
key performance indicators: 5
proficiency sql: 5
return: 5
life assurance: 5
us know: 5
let us know: 5
key part: 5
tools power: 5
tools power bi: 5
focusing: 5
data metrics: 5
action: 5
presenting data: 5
insights non-technical: 5
data storytelling: 5
knowledge data: 5
web analytics: 5
benefits include: 5
days office: 5
solve complex: 5
analyse large: 5
data various: 5
internal teams: 5
reflects: 5
incredibly: 5
unit: 5
specialists: 5
data engineers: 5
given: 5
huge: 5
hesitate: 5
- 60000: 5
experience within: 5
role overview: 5
come: 5
directorate: 5
dependent: 5
lives: 5
development opportunities: 5
corporate: 5
volumes: 5
helps: 5
whilst: 5
exploring: 5
mi: 5
depending: 5
external stakeholders: 5
qa: 5
monitor: 5
quality data: 5
freedom: 5
educated: 5
experience power: 5
problem: 5
parental: 5
screening: 5
reasonable: 5
senior data scientist: 5
london hybrid: 5
increase: 5
bonus scheme: 5
quantitative analyst: 5
accelerate: 5
crucial role: 5
evaluation: 5
ways working: 5
thrives: 5
autonomous: 5
preferred: 5
product management: 5
hybrid role: 5
aws: 5
digital data: 5
recognition: 5
tools techniques: 5
fixed term: 5
january 2025: 5
skilled data: 5
pricing: 5
five: 5
workforce: 5
london -: 5
data pipeline: 5
company benchmarking: 5
intuitive: 5
skills python: 5
part team: 5
science data: 5
insights analyst: 5
provide technical: 5
gaps: 5
best practice: 5
analyst /: 5
strong technical: 5
emerging: 5
science computer: 5
science computer science: 5
equities: 5
buy: 5
100: 5
fdm: 5
tm: 5
wrangling: 5
kier: 5
stories: 5
insights analytics: 5
functional: 5
excellent problem-solving skills: 5
becoming: 5
role based: 5
junior team: 5
junior team members: 5
insights support business: 5
sophisticated: 5
fields: 5
ensure data quality: 5
problem-solving skills ability: 5
translate business: 5
expect: 5
armed: 5
forces: 5
armed forces: 5
title data analyst: 5
pivotal role: 5
today: 5
logistics: 5
measure: 5
data extraction: 5
click: 5
data processing: 5
week): 5
execution: 5
data integration: 5
work independently: 5
ability work independently: 5
sayaris: 5
data enrichment features: 5
graph: 5
invent: 5
capgemini invent: 5
tables: 5
(required): 5
55000 -: 4
rapidly growing: 4
plays: 4
role involves: 4
towards: 4
improve data: 4
advantage: 4
chance work: 4
work cutting-edge: 4
submit cv: 4
new role: 4
technical expertise: 4
context: 4
rights: 4
visa: 4
determine: 4
new data: 4
analytics projects: 4
analytics techniques: 4
predictive modelling: 4
root: 4
strong problem-solving: 4
communication presentation: 4
excellent communication presentation: 4
hear: 4
advanced data: 4
analytics machine: 4
analytics machine learning: 4
collaborate cross-functional: 4
collaborate cross-functional teams: 4
development innovative: 4
products services: 4
collection: 4
data collection: 4
model development: 4
junior data: 4
fostering culture: 4
experience developing: 4
python data: 4
packages: 4
technical teams: 4
translate complex: 4
sounds: 4
touch: 4
trader: 4
auto trader: 4
place work: 4
integral part: 4
data-driven strategies: 4
automotive industry: 4
role developing: 4
we're looking: 4
deep understanding: 4
understanding data: 4
business questions: 4
familiarity data: 4
three: 4
choose: 4
sell: 4
holiday plus bank: 4
days holiday plus bank: 4
holiday plus bank holidays: 4
days holiday plus bank holidays: 4
hybrid model: 4
suit: 4
another: 4
even: 4
games: 4
challenge: 4
merge: 4
autonomy: 4
sense: 4
role driving: 4
insightful: 4
turn: 4
unstructured data: 4
tests: 4
provide actionable: 4
bachelor's: 4
statistical techniques: 4
present complex: 4
large datasets: 4
willingness: 4
mindset ability: 4
veteran: 4
veteran status: 4
protected: 4
disabilities: 4
health conditions: 4
local: 4
contact us: 4
request: 4
result: 4
datasets identify: 4
report building: 4
self-motivated: 4
short: 4
clarksons research: 4
valuations: 4
data range: 4
dynamic team: 4
within organisation: 4
time-series: 4
computing: 4
helpful: 4
meetings: 4
join company: 4
continue: 4
youll work: 4
analytical capabilities: 4
lifetime: 4
extract valuable: 4
extract valuable insights: 4
robust data: 4
behavior: 4
dashboards reports: 4
query: 4
numerical: 4
capable: 4
complex data insights: 4
product development: 4
passionate turning: 4
encourage apply: 4
internally: 4
externally: 4
cost: 4
closing date: 4
insights data: 4
looking data: 4
inspire: 4
ability interpret: 4
career next: 4
next level: 4
career next level: 4
society: 4
part global: 4
principal researcher: 4
excellent benefits: 4
15: 4
role include: 4
manage projects: 4
x: 4
role responsibilities: 4
sql data: 4
financial data: 4
makes: 4
they're: 4
data analyst work: 4
providing insights: 4
continuous improvement: 4
sql skills: 4
tools like tableau: 4
bi looker: 4
power bi looker: 4
experience building: 4
25 days annual leave: 4
public: 4
option: 4
updating: 4
developed: 4
stakeholders ensure: 4
effectively stakeholders: 4
35000: 4
hybrid -: 4
great opportunity join: 4
market leading: 4
brand new: 4
costs: 4
sales marketing: 4
live: 4
proven track: 4
proven track record: 4
role please: 4
bq: 4
analytics data science: 4
science team: 4
data science team: 4
varied: 4
would like: 4
like work: 4
paced: 4
existing models: 4
channels: 4
relationships key: 4
ambitions: 4
databricks: 4
numbers: 4
speak: 4
science analytics: 4
data science analytics: 4
team youll: 4
communities: 4
equal opportunities: 4
recognise: 4
wellness: 4
discounts: 4
colleague: 4
succeed role: 4
statistical modelling: 4
using sql: 4
spend: 4
looking join: 4
harnham via: 4
harnham via apply: 4
harnham via apply link: 4
quantitative researcher: 4
held: 4
numerous: 4
signals: 4
evaluate: 4
intellectually: 4
assumptions: 4
face: 4
communication collaboration: 4
collaboration skills: 4
setting: 4
dental: 4
base salary: 4
eligible: 4
factors: 4
operation: 4
race religion: 4
passionate data: 4
spending: 4
assess: 4
identify opportunities: 4
stakeholders including: 4
days week: 4
easyjet: 4
low-cost: 4
airline: 4
single: 4
every single: 4
already: 4
iconic: 4
1000: 4
35: 4
thing: 4
fun: 4
analysing data: 4
(kpis): 4
indicators (kpis): 4
performance indicators (kpis): 4
key performance indicators (kpis): 4
scripting: 4
techniques including: 4
welcome applications: 4
wed: 4
looking experienced data: 4
data strategy: 4
exciting time: 4
natural: 4
tell: 4
story: 4
analyst job: 4
data analyst job: 4
senior data analyst job: 4
reporting actionable: 4
emphasis: 4
actionable insight: 4
experience presenting: 4
experience using data: 4
microsoft customer: 4
customer insights: 4
would beneficial: 4
data-driven solutions: 4
analyst strong: 4
strong analytical skills: 4
solve complex problems: 4
various sources: 4
data various sources: 4
interactive dashboards: 4
clearly communicate: 4
science related: 4
format: 4
strong analytical mindset: 4
learning techniques: 4
machine learning techniques: 4
creatively: 4
using tools: 4
science techniques: 4
data science techniques: 4
add: 4
experience would: 4
e-commerce: 4
2-3: 4
2-3 days: 4
working across: 4
hesitate apply: 4
immediate: 4
consideration: 4
using tableau: 4
communicate insights: 4
meet needs: 4
suite: 4
c: 4
real-world: 4
ltd: 4
associate: 4
regulatory compliance: 4
pensions: 4
safe: 4
bringing: 4
full potential: 4
challenging: 4
nature: 4
large volumes: 4
supports: 4
makers: 4
received: 4
looks: 4
maintenance: 4
work experience: 4
specification: 4
person specification: 4
recognised: 4
parental leave: 4
discuss: 4
work uk: 4
government: 4
checks: 4
expand: 4
data capabilities: 4
hiring: 4
modern: 4
predict: 4
predict certain: 4
certain sporting: 4
predict certain sporting: 4
sporting outcomes: 4
certain sporting outcomes: 4
predict certain sporting outcomes: 4
steps: 4
inference group: 4
harnessing: 4
play crucial: 4
play crucial role: 4
role involve: 4
innovative solutions: 4
assessing: 4
constantly: 4
depending experience: 4
work life: 4
aspects: 4
analytics ai: 4
product roadmap: 4
broad: 4
conducting: 4
